shop_location,shop_name,lon,lat,product,sales_qty,sales_revenue
Umoja 2 and 3,Apple Gas Point,36.895805,-1.262469,widgets,4042,1212600
Kitengela,Ben Ben boutique,36.954459,-1.481914,widgets,5147,1544100
Ruaka/Denderu,Titans Complex,36.78516,-1.20707,widgets,1014,304200
"Embakasi (Fedha, Nyayo,Tasia)",Mama Favour shop,36.902982,-1.304446,widgets,2458,737400
Athi River,Menengai Stores,36.97421,-1.457337,widgets,9108,2732400
Mowlem-Dandora,Russian enterprises,36.909583,-1.25837,widgets,5932,1779600
Zimmerman,Pegjam Enterprise,36.895159,-1.21041,widgets,6766,2029800
Mathare North,Gatitu general,36.867776,-1.255071,widgets,3008,902400
Juja,Favoured mini mart ( k road),37.003833,-1.121352,widgets,3074,922200
Kaloleni,NYANGE STORES,36.860476,-1.298502,widgets,5138,1541400
Thika,Hope Mini Market,37.055877,-1.067204,widgets,4295,1288500
Kibera,S.M GENERAL SHOP,36.792379,-1.312069,widgets,1449,434700
Huruma,Amazing Grace Kerosene Pump,36.877813,-1.258908,widgets,6474,1942200
Dandora Phase 3,Smart Gas,36.906571,-1.249777,widgets,5523,1656900
Umoja Innercore and 1,R and K,36.890947,-1.286785,widgets,7111,2133300
Donholm,One stop butchery,36.889565,-1.292636,widgets,9233,2769900
"Embakasi (Fedha, Nyayo,Tasia)",Fei Shop At Mradi Slum,36.907776,-1.31566,widgets,3341,1002300
"Embakasi (Fedha, Nyayo,Tasia)",Robetec General shop,36.90169,-1.31561,widgets,4625,1387500
"Embakasi (Fedha, Nyayo,Tasia)",Shop 360,36.911528,-1.308093,widgets,3939,1181700
Githurai 45,Mt Kenya Shop(Githurai 45),36.922537,-1.215014,widgets,6240,1872000
Lucky Summer,Nevillos Investment,36.9012,-1.238628,widgets,8041,2412300
Kinoo,Supreme Supermarket,36.702679,-1.257242,widgets,6790,2037000
Thika,Testimony Shop,37.077826,-1.054281,widgets,3639,1091700
Mlolongo,Walk and shop supermarket,36.939646,-1.395405,widgets,3664,1099200
Kibera Ayany,Kibera 42,36.77358,-1.309406,widgets,3333,999900
Ngando,Pedimart Supermarket & Supplies Ltd,36.73861,-1.30664,widgets,8894,2668200
Eastleigh,Al Nasri Shop,36.852789,-1.286328,widgets,4358,1307400
Kahawa West,Avenue Shop-EA,36.902049,-1.186182,widgets,4431,1329300
Umoja 2 and 3,Kaingoni Traders,36.894723,-1.26501,widgets,8859,2657700
Kitengela,DM gas and Mpesa,36.966553,-1.481087,widgets,5523,1656900
Waithaka,Mashi minimart,36.724876,-1.29014,widgets,7596,2278800
Kawangware,Shawnlink Enterprises - Methonge,36.742402,-1.284197,widgets,8579,2573700
Maringo,Hurricane Garments,36.861423,-1.293188,widgets,2800,840000
"Embakasi (Fedha, Nyayo,Tasia)",Bahamas (C) Electronics,36.898,-1.319459,widgets,1795,538500
Mwiki,Edibiqs Mini Mart,36.923695,-1.228553,widgets,3611,1083300
Kayole,Eighty eight auto pcea,36.913473,-1.270776,widgets,2800,840000
Dandora Phase 4 & 5,Tula cyber,36.9039,-1.2439,widgets,679,203700
Ngando,Kizingo Shop (Jamhuri),36.739172,-1.302147,widgets,7471,2241300
Dandora Phase 1,INTERNATIONAL YOUNG TAILORS,36.892913,-1.255677,widgets,4637,1391100
Lucky Summer,Spot on play ground,36.898572,-1.239385,widgets,8595,2578500
Athi River,STAR LIGHT,36.9728,-1.4546,widgets,3816,1144800
Kikuyu,Bobs Bistro kwambira,36.651389,-1.217629,widgets,7462,2238600
Rongai,Digital makaa,36.7571,-1.3977,widgets,1299,389700
Jerusalem Jericho,GATHAMBIA SHOP,36.87055,-1.28597,widgets,3427,1028100
Mlango Kubwa,Open blessings holdings,36.851197,-1.265445,widgets,8710,2613000
Kayole,Perfect mission investment,36.911102,-1.280288,widgets,6692,2007600
Kariobangi North,Jegla Gas,36.8805,-1.2607,widgets,639,191700
Thika,Brians General Shop,37.052557,-1.073286,widgets,9612,2883600
Mukuru kwa Njenga,NJOWAS TRADERS,36.8851,-1.3192,widgets,9178,2753400
Mlolongo,MG shop 3,36.944664,-1.400473,widgets,7464,2239200
Kahawa,Favoured Shop,36.925934,-1.198976,widgets,9849,2954700
Waithaka,Quick fix,36.723562,-1.289973,widgets,3229,968700
Githurai 45,Magic Furnisher,36.936827,-1.208836,widgets,7778,2333400
Kahawa West,BEAUTIFLOW LTD,36.907463,-1.181664,widgets,5710,1713000
Pipeline,Muhindi Mweusi Supermarket Transami,36.896942,-1.324597,widgets,5367,1610100
Kawangware,Kimsmart Supermarket,36.753427,-1.286466,widgets,5240,1572000
Kariobangi North,Star Fashion,36.883486,-1.252726,widgets,1839,551700
Pipeline,Sirdawa Investment,36.889422,-1.311937,widgets,458,137400
Limuru,Jamwa Supermarket,36.666923,-1.149155,widgets,9510,2853000
Kibera,Western general shop,36.796079,-1.314581,widgets,4724,1417200
Mwihoko,Timko Agency 2,36.961505,-1.206047,widgets,8611,2583300
Githurai 45,God's favour shop (45),36.92238,-1.213022,widgets,2825,847500
Kahawa West,Lillies Supermarket,36.906785,-1.18638,widgets,7883,2364900
Umoja Innercore and 1,Mama Betty mini shop,36.894299,-1.281967,widgets,6477,1943100
South C,Villes food limited.,36.827877,-1.31356,widgets,7866,2359800
Pipeline,Bluestart Glassmart And General Merchants,36.897348,-1.319298,widgets,7355,2206500
Kibera,Double K Beuty Shop,36.79769,-1.312348,widgets,9809,2942700
Thika,Kikwetu Mini Matt And Dairy,37.080131,-1.036283,widgets,1934,580200
Mathare slum,Highway store,36.863018,-1.262419,widgets,2334,700200
Ruiru,Dobren Enterprises,36.958298,-1.157397,widgets,3991,1197300
Mwiki,Johntex electronics,36.934691,-1.234749,widgets,7708,2312400
Lucky Summer,Rk Investment,36.889565,-1.244379,widgets,5660,1698000
Lucky Summer,Spot on mainstage,36.8975,-1.2398,widgets,3641,1092300
Pipeline,General Citizen Supermarket,36.895861,-1.318289,widgets,6249,1874700
Gatina,Mwireri Shop,36.75152,-1.28001,widgets,2223,666900
Buruburu,The Care Beauty Salon,36.87418,-1.279283,widgets,4370,1311000
CBD,Muthurwa Nine Investments,36.8343,-1.2879,widgets,4212,1263600
Marurui,Agash Investment Ltd,36.8885,-1.200013,widgets,1520,456000
Kahawa West,LAQUINTA SUPERMARKET (KM),36.930603,-1.17459,widgets,9182,2754600
Huruma,Limbo ChapChap Store,36.87626,-1.255687,widgets,4285,1285500
Kariobangi South,KASA GAS SUPPLY,36.885263,-1.267297,widgets,4936,1480800
Thika,Everest enterprise makongeni,37.11396,-1.05793,widgets,6917,2075100
Mwiki,Kena enterprises,36.9309,-1.2368,widgets,4566,1369800
Dandora Phase 4 & 5,Grahons Enterprise,36.913562,-1.241973,widgets,2574,772200
Dandora Phase 1,Kuku shop,36.89282,-1.255243,widgets,824,247200
Shauri Moyo,THE PLACE TO BE,36.847364,-1.28873,widgets,5598,1679400
Kitengela,Bethel Shop,36.953545,-1.475323,widgets,2467,740100
Kayole,Carfex general store,36.910978,-1.287483,widgets,8354,2506200
Kibera Ayany,Graceline adventures,36.777108,-1.311783,widgets,2244,673200
Imara Daima,Blessed cereals shop,36.890937,-1.326212,widgets,569,170700
Mathare North,Junja traders,36.874215,-1.25082,widgets,3484,1045200
Waithaka,Maxim Enterprises,36.728027,-1.279152,widgets,9634,2890200
Eastleigh,Utukufu Butchery,36.850742,-1.282451,widgets,4283,1284900
Umoja 2 and 3,Edlink agencies,36.893516,-1.272407,widgets,7149,2144700
Mwiki,Jirehmart,36.922333,-1.227206,widgets,564,169200
Umoja 2 and 3,GENESSIS ATM MILK,36.893471,-1.268624,widgets,3797,1139100
Gachie,Kings Gas,36.778441,-1.220172,widgets,1865,559500
Rongai,Nel shop,36.720999,-1.373498,widgets,9675,2902500
Ruaraka/Baba Dogo,Oasis Minimart,36.885662,-1.24813,widgets,8327,2498100
Buruburu,EPIC ENERGY EFFICIENT TECHNOLOGIES LTD,36.881417,-1.287633,widgets,8396,2518800
Kariobangi North,Karia Supermarket 6,36.884,-1.2632,widgets,4974,1492200
Mathare slum,PAMOJA EXPRESS SUPERMARKET,36.86459,-1.25998,widgets,7448,2234400
Huruma,Irene Muthoni Njuguna shop,36.875125,-1.260785,widgets,1538,461400
Kahawa West,Elidah Supermarket,36.906147,-1.184312,widgets,6473,1941900
Thika,Le Patron Thika,37.0789,-1.0384,widgets,2893,867900
Huruma,Milestone Technology Ltd,36.869873,-1.257232,widgets,6860,2058000
Kaloleni,SHASHE ENTERPRISES,36.858583,-1.296482,widgets,3147,944100
Kikuyu,Boutique kikuyu,36.664455,-1.245543,widgets,526,157800
Kayole,Smart Gas Supply,36.914743,-1.280473,widgets,7913,2373900
Kawangware,Solomon's Shop,36.744355,-1.285308,widgets,4887,1466100
Huruma,GOD IS GOOD BUSINESS CENTER,36.87624,-1.25441,widgets,6501,1950300
Eastleigh,Fixmatt Supermarket Pumwani California,36.847004,-1.282601,widgets,784,235200
Kitengela,Mt kenya shop kitengela,36.956175,-1.472097,widgets,2060,618000
Kasarani,El- Betel General Shop,36.909168,-1.219623,widgets,8306,2491800
Buruburu,KAWASANG GAS RETAILER,36.8804,-1.2839,widgets,9618,2885400
Mathare North,Dc Wines And Spirit,36.872799,-1.247656,widgets,9265,2779500
Mathare North,Genuine Gas,36.872687,-1.248028,widgets,8167,2450100
Buruburu,Hillocks Shop Harambee,36.87502,-1.284686,widgets,8931,2679300
Nairobi West,Wild style shop,36.820275,-1.307627,widgets,5541,1662300
Kiambu Township,Shegeh Distributors,36.840847,-1.17026,widgets,2536,760800
Athi River,TWINE SHOP,36.979389,-1.448687,widgets,9172,2751600
Juja,Kamaham Traders (Juja),36.999372,-1.081783,widgets,9685,2905500
"Embakasi (Fedha, Nyayo,Tasia)",Seven Up,36.895861,-1.307285,widgets,5354,1606200
Riruta Satellite,Kizingo Cyber Satellite,36.735249,-1.292524,widgets,6140,1842000
Kibera,Human Needs Project (Kibera),36.781443,-1.314061,widgets,3628,1088400
Kitengela,Best home store,36.959295,-1.478168,widgets,3987,1196100
Ruai,Safeway's Electronics,36.972566,-1.290314,widgets,2548,764400
Ruai,RSL supermarket,36.97236,-1.288129,widgets,2470,741000
Thika,Murime Enterprises,37.075002,-1.048719,widgets,9925,2977500
Kiambiu,Kamax Enterprises,36.866121,-1.28104,widgets,7660,2298000
Kawangware,Fraemy Supermarket,36.75179,-1.28085,widgets,2054,616200
Huruma,Jose shop,36.872229,-1.257872,widgets,6219,1865700
Nairobi West,Nairobi West gas,36.822751,-1.307331,widgets,2857,857100
Kibera,Ogare Success,36.777378,-1.313229,widgets,236,70800
Ngara,African General Store,36.829803,-1.278025,widgets,6068,1820400
Kayole,Afro lights electricals and hardware,36.911718,-1.276483,widgets,3285,985500
Langata,Mambo Jambo Mini Mart,36.779191,-1.323359,widgets,310,93000
Ruai,Agape gas center,36.95885,-1.280463,widgets,9181,2754300
Ngando,Wambati Mini Market,36.744403,-1.302224,widgets,1557,467100
Waithaka,Simran Investment,36.720762,-1.285075,widgets,3039,911700
Kitengela,Gichuki electronics,36.959882,-1.474392,widgets,3814,1144200
Kayole,Gas point patanisho,36.911415,-1.27352,widgets,1951,585300
Chokaa,Muhindi mweusi supermarket Chokaa,36.951565,-1.249931,widgets,5709,1712700
Thika,ANDAY GAS SUPPLIERS MALABA,37.075179,-1.092763,widgets,2018,605400
Thika,Duka la vyoo (kisii),37.125338,-1.069117,widgets,3971,1191300
Dandora Phase 4 & 5,Chwele Shop,36.91079,-1.243846,widgets,3902,1170600
Waithaka,Camnice Beauty Shop,36.726907,-1.294156,widgets,3199,959700
Ruiru,King'swill Trading,36.929214,-1.152419,widgets,7839,2351700
Ruiru,Naina investments,36.94588,-1.150871,widgets,8782,2634600
Shauri Moyo,Blessed General Shop (Shauri Moyo),36.844063,-1.28968,widgets,5689,1706700
Kangemi,Kristech enterprises,36.747577,-1.266293,widgets,9481,2844300
Kariobangi South,Eastlands Energy Center,36.887307,-1.26248,widgets,1138,341400
Limuru,Njogu's Shop,36.64238,-1.11119,widgets,5135,1540500
Ruiru,Kagz shop,36.954188,-1.163578,widgets,4541,1362300
Umoja Innercore and 1,General shop Umoja,36.896666,-1.284839,widgets,8633,2589900
Nairobi West,Mumias Gas,36.819121,-1.307093,widgets,8466,2539800
Kibera,Frida's shop,36.77282,-1.308015,widgets,1403,420900
Kayole,Meatland Butchery,36.908503,-1.279651,widgets,8358,2507400
Ruaka/Denderu,Nandis fashions,36.755853,-1.174637,widgets,1324,397200
Kayole,Denzel Communications,36.916437,-1.266498,widgets,5997,1799100
Kariokor,Mukurwei-ini general shop,36.833656,-1.279981,widgets,5103,1530900
Thika,Ree Supermarket,37.095347,-1.072549,widgets,3998,1199400
Donholm,The morgans,36.905613,-1.287104,widgets,3789,1136700
Huruma,GLAMOROUS SHOP,36.873723,-1.256937,widgets,5556,1666800
Ngong,Leyfin's crunchy cafe,36.6602,-1.3496,widgets,4922,1476600
Dandora Phase 4 & 5,Glory Agency,36.901553,-1.249758,widgets,8583,2574900
Pipeline,General citizen mini market,36.894464,-1.319343,widgets,8176,2452800
Jerusalem Jericho,Mercyjoh Shop,36.867088,-1.285917,widgets,2042,612600
Dagoretti Corner,Four Mart Supermarket,36.757908,-1.298984,widgets,3183,954900
Imara Daima,Wamwea Enterprises,36.885564,-1.323086,widgets,4830,1449000
Uthiru,Genesis Gas Supplies (Uthiru),36.718094,-1.262259,widgets,6265,1879500
Pangani,Maskumatt Supermarket,36.839404,-1.267684,widgets,5197,1559100
Ruai,CEREALS & GENERAL SHOP,36.959689,-1.279939,widgets,9467,2840100
Dandora Phase 4 & 5,Mecks Designers,36.905082,-1.242432,widgets,1988,596400
Obama,Soko Huru saika,36.9155,-1.2532,widgets,4852,1455600
Githurai 45,Samtime Enterprise,36.916947,-1.208568,widgets,7869,2360700
Kibera,Beauty cosmetic katwekera shop,36.783021,-1.314512,widgets,2751,825300
Roysambu/Mirema,Mirema Mini Mart,36.88759,-1.21124,widgets,1898,569400
Kiambu Township,Kamukunji ndogo ndumberi,36.80509,-1.152071,widgets,4884,1465200
Kiambu Township,G-unit super store,36.841618,-1.172933,widgets,3076,922800
Waithaka,Shawnlink Enterprises,36.723937,-1.282357,widgets,8733,2619900
Pipeline,Mutifudz Grain Limited (Pipeline),36.89484,-1.32215,widgets,5540,1662000
Dandora Phase 4 & 5,Tragbo agencies mowlem,36.907156,-1.257765,widgets,747,224100
Mathare North,Chamka enterprise,36.870745,-1.253079,widgets,9830,2949000
Kayole,Safe Energy,36.918653,-1.274675,widgets,8842,2652600
Dandora Phase 4 & 5,Jummos shop,36.909601,-1.244575,widgets,4010,1203000
Ruai,Jossy Mini Matt,36.987655,-1.284383,widgets,2004,601200
Mwiki,Wamsoo shop,36.92111,-1.23714,widgets,37,11100
Githurai 44,Precicot Limited,36.90318,-1.202168,widgets,2955,886500
Kibera,New kibstan w/salers,36.785435,-1.308553,widgets,6707,2012100
Athi River,Blessed Gas Centre (Athi River),36.97751,-1.445829,widgets,8167,2450100
Eastleigh,Shell Bidii-EA,36.848602,-1.279231,widgets,1001,300300
Kayole,Kayole Super Duka,36.915335,-1.27713,widgets,3510,1053000
Thika,LEVAPTRUZY HARDWARE,37.0584,-1.0417,widgets,4214,1264200
Kayole,Fastnet cyber,36.910146,-1.275927,widgets,9645,2893500
Dandora Phase 1,Rehoboth Shop,36.894304,-1.260006,widgets,6488,1946400
Ruiru,Members shop,36.964638,-1.127753,widgets,9400,2820000
Gatina,Fair price cereals (gatina),36.758817,-1.274562,widgets,6804,2041200
Dandora Phase 4 & 5,Neema Cereals and Shop,36.907641,-1.242938,widgets,3791,1137300
Pangani,Dimension investment,36.838569,-1.267324,widgets,6798,2039400
Roysambu/Mirema,Six Point One Mart,36.887691,-1.216092,widgets,4197,1259100
Pangani,Fresh juices and vegetables store(pangani),36.839609,-1.270314,widgets,4795,1438500
Dandora Phase 4 & 5,Novitech Shop,36.9031,-1.2457,widgets,8969,2690700
Eastleigh,Blessed Emelda Enterprises,36.851824,-1.267326,widgets,1779,533700
Mlolongo,MG GAS AND ELECTRONICS,36.942436,-1.391338,widgets,9021,2706300
Umoja Innercore and 1,Annma Cyber,36.88637,-1.292697,widgets,1693,507900
Ruaka/Denderu,Shosh general shop,36.760623,-1.178505,widgets,2801,840300
Mwiki,Jadmas home decor,36.919232,-1.235815,widgets,6555,1966500
Imara Daima,Angaza Energy,36.885395,-1.323494,widgets,1422,426600
Waithaka,Sauti fresh(Riruta),36.727135,-1.283665,widgets,3314,994200
Kariobangi North,Silvapack investment,36.881449,-1.25822,widgets,5315,1594500
Ruiru,Maina Gas,36.945948,-1.154285,widgets,7969,2390700
Eastleigh Section 3,Bancy general supplies,36.852554,-1.287239,widgets,1815,544500
Juja,Truthtech Kinyozi,37.021877,-1.090692,widgets,4930,1479000
Ruaraka/Baba Dogo,Mikey Shop,36.883533,-1.247185,widgets,8621,2586300
Mathare North,Joy Gas (Mathare North),36.863132,-1.25431,widgets,8575,2572500
Ruai,Tripple J,36.99735,-1.270865,widgets,1501,450300
Githurai 44,A.K Gas Dealers,36.913498,-1.202133,widgets,2085,625500
Juja,Stemuck Enterprises,37.01159,-1.121403,widgets,1364,409200
Kibera,Kakije Posho Mill,36.7815,-1.3088,widgets,18,5400
Dandora Phase 1,Innocent Shop,36.891345,-1.256646,widgets,445,133500
"Embakasi (Fedha, Nyayo,Tasia)",Bahamas (B) Electronics,36.90016,-1.319926,widgets,5358,1607400
Huruma,Jennifer shop,36.87801,-1.261433,widgets,2310,693000
Dandora Phase 1,Gateway Cereals Shop,36.889931,-1.258599,widgets,7908,2372400
Thika,Landmark Kinyozi,37.092036,-1.073217,widgets,6063,1818900
Gachie,Vision Gas,36.767117,-1.219856,widgets,7790,2337000
Dandora Phase 1,Rescue Butchery,36.886841,-1.260556,widgets,7851,2355300
Kiserian,Corner Duka Kiserian,36.682962,-1.426364,widgets,7431,2229300
Kayole,Watailor classic collection,36.908417,-1.27944,widgets,8932,2679600
Ruaraka/Baba Dogo,Emmysam store,36.883077,-1.24916,widgets,1218,365400
Kariobangi North,Kariobangi Memory Enterprise,36.88065,-1.255859,widgets,819,245700
Rongai,Bethsaida cereals and shop,36.749353,-1.394476,widgets,5252,1575600
Mwiki,Jasco Matt,36.920013,-1.224633,widgets,4071,1221300
Thika,Edymac electricals Nyacaba,37.055557,-1.098287,widgets,2018,605400
Dagoretti Corner,EMCO Petrol Station,36.757211,-1.298115,widgets,2051,615300
"Embakasi (Fedha, Nyayo,Tasia)",Alevic Chemist,36.88977,-1.30808,widgets,5314,1594200
Kayole,Sharks Agencies,36.916525,-1.272425,widgets,1046,313800
Thika,Sabina Muthoni Shop Kibuto,37.053878,-1.073215,widgets,6732,2019600
"Embakasi (Fedha, Nyayo,Tasia)",Smart shop - Tassia,36.8925,-1.3107,widgets,6065,1819500
Syokimau,Rolcham Enterprises,36.925971,-1.366397,widgets,2064,619200
Kasarani,Zam Chicks Outlet,36.871965,-1.230733,widgets,937,281100
Ngara,Dan General Shop,36.833756,-1.272609,widgets,4930,1479000
Kangemi,Teddy Care Chemist,36.750299,-1.267101,widgets,2679,803700
Riruta Satellite,Hermes Dairy,36.738045,-1.29317,widgets,4112,1233600
Roysambu/Mirema,Mash gas point,36.893081,-1.206058,widgets,104,31200
Pangani,Hatron Elect (Pangani),36.837856,-1.26687,widgets,954,286200
Dandora Phase 1,Wekonze Enterprise,36.901425,-1.265704,widgets,6403,1920900
Kariobangi North,Digital Gas,36.883447,-1.255115,widgets,1375,412500
Ruiru,Safi sacco,36.933376,-1.151615,widgets,9607,2882100
Kawangware,Amazing Grace,36.75293,-1.283498,widgets,6447,1934100
Pipeline,Eddysam mini Selection,36.887867,-1.31018,widgets,1680,504000
Thika,Abrazack Enterprises,37.105692,-1.060787,widgets,3907,1172100
Obama,Geoka Traders Cooking Gas,36.9229,-1.257599,widgets,7761,2328300
Obama,Chany's Butchery-EA,36.919028,-1.25789,widgets,8586,2575800
Kikuyu,"Mama Tony Shop,Kikuyu",36.674548,-1.211302,widgets,2168,650400
Bahati,Creammart Holdings Limited,36.85509,-1.29175,widgets,1359,407700
Zimmerman,Bethel Mini Mart (Zimmerman),36.89597,-1.2142,widgets,7993,2397900
Obama,Globelight Electricals,36.923173,-1.255101,widgets,2864,859200
Obama,Macbest Supermarket,36.9289,-1.25488,widgets,7212,2163600
Dandora Phase 4 & 5,Arizona shop Dandora,36.913433,-1.242042,widgets,8614,2584200
Juja,The Rock Butchery,37.020464,-1.092215,widgets,1901,570300
Ruaka/Denderu,Reliance kerosene and Gas suppliers,36.755591,-1.177777,widgets,8890,2667000
Umoja 2 and 3,Nasra studio,36.899233,-1.276346,widgets,9415,2824500
Kitengela,Wellspring Home Supplies,36.955218,-1.481081,widgets,953,285900
Huruma,DIGITAL FLAMES SUPERMARKET,36.86579,-1.2606,widgets,1659,497700
Eastleigh,Umiema Small Supermarket,36.849037,-1.28111,widgets,4111,1233300
Limuru,Greenland Wholesalers & Distributors Limited,36.64293,-1.110504,widgets,8527,2558100
Kitengela,MEAT MASTERS BUTCHERY,36.965362,-1.496945,widgets,8408,2522400
Juja,Beza,37.015117,-1.100796,widgets,7502,2250600
Kawangware,Wavickky shop kawangware,36.74511,-1.287553,widgets,9571,2871300
Obama,Edmac investment saika,36.916168,-1.256806,widgets,7057,2117100
Ruaka/Denderu,Spintec Cyber,36.778114,-1.193487,widgets,5540,1662000
Athi River,ULTASUBLIME CONCEPTS,36.980813,-1.428096,widgets,4371,1311300
Mlolongo,Mg Shop 2,36.94151,-1.390622,widgets,9142,2742600
Thika,Masters Seeds Shop,37.125805,-1.065673,widgets,2362,708600
Kiambu Township,Shianne Cereals,36.839205,-1.202292,widgets,1595,478500
Kibera,Faraji gas supplies,36.775046,-1.312088,widgets,8737,2621100
Kawangware,Maisha Hardware (Kawangware),36.75185,-1.288882,widgets,7810,2343000
Kayole,Trinity shop,36.922629,-1.256691,widgets,3406,1021800
Kiambiu,Oryx Shop Kiambiu,36.866184,-1.281909,widgets,3101,930300
Huruma,MERCY HURUMA GAS POINT,36.875327,-1.257804,widgets,8841,2652300
Kahawa,Metromart Limited,36.931943,-1.191283,widgets,9413,2823900
Kayole,Kenmar shoes and textiles,36.9253,-1.2623,widgets,9876,2962800
Waithaka,Wakanyire supermarket,36.722922,-1.281996,widgets,126,37800
Mlango Kubwa,Options Investments,36.844119,-1.265183,widgets,9480,2844000
Kiambu Township,Zamursky wa Eddy's shop,36.829202,-1.168662,widgets,8084,2425200
Rongai,Terrazzo Palace,36.744416,-1.396432,widgets,4529,1358700
Ruaraka/Baba Dogo,Wall Solution Energy Agency,36.880218,-1.241189,widgets,2749,824700
Githurai 44,Kamukunji Traders,36.900351,-1.200825,widgets,5686,1705800
Kasarani,KEJACK SHOP- Maternity,36.912959,-1.221507,widgets,1771,531300
Dandora Phase 1,Karia Supermarket 2,36.8895,-1.2594,widgets,1675,502500
Kiambiu,Rollon Enterprises Kiambiu,36.864531,-1.28202,widgets,8365,2509500
Eastleigh,Altruism Company Limited,36.843889,-1.268091,widgets,5372,1611600
Mlolongo,Mwagesicho shop,36.942436,-1.391338,widgets,6237,1871100
Kayole,Leshcomm Enterprises,36.923375,-1.26496,widgets,6974,2092200
Kayole,Sauti B Shop,36.920748,-1.269707,widgets,9488,2846400
Kahawa West,Wamac Collection,36.904179,-1.184481,widgets,2351,705300
Thika,Kei kei Celkom shop,37.081275,-1.038262,widgets,704,211200
Huruma,Joyraw transaction services,36.874355,-1.260508,widgets,9099,2729700
Ruaka/Denderu,Faulu Kerosene pump,36.823723,-1.215482,widgets,4324,1297200
Dagoretti Corner,Fix-IT Electrical and Hardware,36.756393,-1.299423,widgets,7115,2134500
Mathare slum,Awendo Traders,36.858955,-1.261157,widgets,6563,1968900
Gachie,Jewel Hardware,36.7558,-1.2146,widgets,9079,2723700
Gachie,Rwinu ventures,36.77777,-1.22072,widgets,5576,1672800
Kibera,Double M Enterprises mashimoni,36.795717,-1.314105,widgets,4806,1441800
Kariobangi South,Smiles Empire,36.885911,-1.263627,widgets,5795,1738500
Githurai 44,Waimani Gas Shop,36.905198,-1.200107,widgets,1625,487500
Ruaka/Denderu,Wote Supermarket,36.746869,-1.193242,widgets,4166,1249800
Juja,Chamghe Wandu Butchery,37.027418,-1.151306,widgets,2813,843900
"Embakasi (Fedha, Nyayo,Tasia)",Jambo Enterprises,36.901144,-1.301437,widgets,2036,610800
Kayole,Top spring medical centre,36.91273,-1.275007,widgets,796,238800
Kawangware,Cyber world tech,36.747398,-1.286969,widgets,5057,1517100
Umoja Innercore and 1,Githimu Phamaceuticals,36.891411,-1.277994,widgets,1756,526800
Kitengela,Elohim enterprise,36.955082,-1.481753,widgets,7541,2262300
Shauri Moyo,Messoh Enterprises,36.848305,-1.292052,widgets,152,45600
Zimmerman,Mom's choice self selection,36.895717,-1.210458,widgets,8343,2502900
Imara Daima,Unique Mini Selection,36.886509,-1.321249,widgets,7242,2172600
Mathare North,Donisha Cereals,36.874355,-1.25138,widgets,403,120900
Ruaka/Denderu,Stewa Shop,36.804493,-1.15215,widgets,12,3600
Kitengela,Dm cooking gas,36.963995,-1.480226,widgets,585,175500
Zimmerman,Jachin Hardware & Electronics,36.89515,-1.21537,widgets,7134,2140200
Imara Daima,Blue Flame Gas,36.885113,-1.324048,widgets,6344,1903200
Kitengela,Carol shop(Yukos),36.952736,-1.50703,widgets,6746,2023800
Uthiru,Genesis Gas Supplies (Uthiru)-3,36.715435,-1.261459,widgets,5026,1507800
Kitengela,Sterling Entertainment (Kitengela),36.95819,-1.474523,widgets,2900,870000
Eastleigh Section 3,Jinsia General Shop,36.853863,-1.28494,widgets,5461,1638300
Kiambu Township,Milimani Gas And Kerosine Pump,36.751743,-1.147362,widgets,6375,1912500
Mlolongo,ELITE MERCHANTS,36.9476,-1.3999,widgets,1403,420900
Eastleigh,Emmanuel store,36.850013,-1.271958,widgets,5619,1685700
Dandora Phase 2,Liomart,36.9018,-1.252993,widgets,6988,2096400
Kasarani,By Faith General Shop,36.907242,-1.212493,widgets,8483,2544900
Kahawa West,Kamae supermarket (kamae road Kahawa west),36.910097,-1.17555,widgets,7087,2126100
Zimmerman,K1 Gas,36.894347,-1.213012,widgets,3152,945600
Eastleigh Section 3,Annointed Shop Kiambiu,36.86159,-1.283588,widgets,8405,2521500
Mathare North,Inforsoft technology,36.874023,-1.250552,widgets,2762,828600
Kibera,Luzon (Kibera),36.788573,-1.312145,widgets,1451,435300
Kawangware,Eunika Supermarket-EA,36.744849,-1.285543,widgets,9844,2953200
Rongai,Loliondo mini supermarket( Gataka),36.720302,-1.372516,widgets,6106,1831800
Eastleigh Section 3,Essy Gas Distributors,36.853108,-1.285448,widgets,6862,2058600
Imara Daima,Moraa General Shop,36.885441,-1.322034,widgets,1840,552000
Dandora Phase 3,Lobentech comps,36.902628,-1.24858,widgets,1716,514800
Rongai,Andimi general stores,36.748321,-1.39678,widgets,2455,736500
Huruma,Geopharm,36.866928,-1.258972,widgets,1632,489600
Mowlem-Dandora,Githogoris Shop,36.900352,-1.26276,widgets,4313,1293900
Kibera Ayany,Anti-Hill Medical Clinic and Chemist -Kibera Ayany,36.774972,-1.310963,widgets,7650,2295000
"Embakasi (Fedha, Nyayo,Tasia)",Dilmart Stores,36.90222,-1.30498,widgets,9314,2794200
Ruiru,Sasuna gas depot,36.937287,-1.157944,widgets,1456,436800
Gatina,Trinity,36.750611,-1.278468,widgets,9124,2737200
Kikuyu,Mimos general shop,36.67796,-1.269697,widgets,1205,361500
Kiserian,Elison Dairy shop,36.690545,-1.432854,widgets,3085,925500
Huruma,MNetworks Communication,36.871916,-1.256947,widgets,5423,1626900
